cve_id,description,vendor,product,rule_based_label,svm_label,svm_confidence,final_label
CVE-2023-51073,An issue in Buffalo LS210D v.1.78-0.03 allows a remote attacker to execute arbitrary code via the Firmware Update Script at /etc/init.d/update_notifications.sh.,N/A,N/A,Other,Other,0.0,Other
CVE-2019-1323,"An elevation of privilege vulnerability exists in the Microsoft Windows Update Client when it does not properly handle privileges, aka 'Microsoft Windows Update Client Elevation of Privilege Vulnerabi",Microsoft,Windows,PC,PC,0.0,PC
CVE-2019-12789,"An issue was discovered on Actiontec T2200H T2200H-31.128L.08 devices, as distributed by Telus. By attaching a UART adapter to the UART pins on the system board, an attacker can use a special key sequ",N/A,N/A,Other,Other,0.0,Other
CVE-2019-12162,"Upwork Time Tracker 5.2.2.716 doesn't verify the SHA256 hash of the downloaded program update before running it, which could lead to code execution or local privilege escalation by replacing the origi",N/A,N/A,Other,Other,0.0,Other
CVE-2021-1496,"Multiple vulnerabilities in the install, uninstall, and upgrade processes of Cisco AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to hijack DLL or executabl",Cisco,Cisco Anyconnect Secure Mobility Client,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-1077,"NVIDIA GPU Display Driver for Windows and Linux, R450 and R460 driver branch, contains a vulnerability where the software uses a reference count to manage a resource that is incorrectly updated, which",Nvidia,Nvidia Gpu Display Driver,PC,PC,0.0,PC
CVE-2020-3336,"A vulnerability in the software upgrade process of Cisco TelePresence Collaboration Endpoint Software and Cisco RoomOS Software could allow an authenticated, remote attacker to modify the filesystem t",Cisco,Cisco Telepresence Ce Software,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-15877,"In FreeBSD 12.1-STABLE before r356606 and 12.1-RELEASE before 12.1-RELEASE-p3, driver specific ioctl command handlers in the ixl network driver failed to check whether the caller has sufficient privil",N/A,Freebsd,Other,Other,0.0,Other
CVE-2020-14140,"When Xiaomi router firmware is updated in 2020, there is an unauthenticated API that can reveal WIFI password vulnerability. This vulnerability is caused by the lack of access control policies on some",N/A,Xiaomi Multiple Devices,Home,Home,0.0,Home
CVE-2021-22789,A CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer vulnerability that could cause a Denial of Service on the Modicon PLC controller / simulator when updating the contro,N/A,"Modicon M580 Cpu (Part Numbers Bmep* And Bmeh*, All Versions), Modicon M340 Cpu (Part Numbers Bmxp34*, All Versions), Modicon Mc80 (Part Numbers Bmkc80*, All Versions), Modicon Momentum Ethernet Cpu (Part Numbers 171Cbu*, All Versions), Plc Simulator For Ecostruxureª Control Expert, Including All Unity Pro Versions (Former Name Of Ecostruxureª Control Expert, All Versions), Plc Simulator For Ecostruxureª Process Expert Including All Hdcs Versions (Former Name Of Ecostruxureª Process Expert, All Versions), Modicon Quantum Cpu (Part Numbers 140Cpu*, All Versions), Modicon Premium Cpu (Part Numbers Tsxp5*, All Versions)",SCADA,SCADA,0.0,SCADA
CVE-2023-22315,"
Snap One Wattbox WB-300-IP-3 versions WB10.9a17 and prior use a proprietary local area network (LAN) protocol that does not verify updates to the device. An attacker could upload a malformed update f",Snap One,Wattbox Wb-300-Ip-3,Other,Other,0.0,Other
CVE-2022-46912,An issue in the firmware update process of TP-Link TL-WR841N / TL-WA841ND V7 3.13.9 and earlier allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via uploading a crafted fi,N/A,N/A,Other,Other,0.0,Other
CVE-2022-24426,"Dell Command | Update, Dell Update, and Alienware Update version 4.4.0 contains a Local Privilege Escalation Vulnerability in the Advanced Driver Restore component. A local malicious user could potent",Dell,Dell Command Update (Dcu),PC,PC,0.0,PC
CVE-2023-23937,"Pimcore is an Open Source Data & Experience Management Platform: PIM, MDM, CDP, DAM, DXP/CMS & Digital Commerce.
The upload functionality for updating user profile does not properly validate the file ",Pimcore,Pimcore,Other,Other,0.0,Other
CVE-2022-26024,"Improper access control in the Intel(R) NUC HDMI Firmware Update Tool for NUC7i3DN, NUC7i5DN and NUC7i7DN before version 1.78.2.0.7 may allow an authenticated user to potentially enable escalation of ",N/A,"Intel(R) Nuc Hdmi Firmware Update Tool For Nuc7I3Dn, Nuc7I5Dn And Nuc7I7Dn",Other,Other,0.0,Other
CVE-2023-1277,"A vulnerability, which was classified as critical, was found in kylin-system-updater up to 1.4.20kord on Ubuntu Kylin. Affected is the function InstallSnap of the component Update Handler. The manipul",N/A,Kylin-System-Updater,PC,PC,0.0,PC
CVE-2022-28371,"On Verizon 5G Home LVSKIHP InDoorUnit (IDU) 3.4.66.162 and OutDoorUnit (ODU) 3.33.101.0 devices, the CRTC and ODU RPC endpoints rely on a static certificate for access control. This certificate is emb",N/A,N/A,PC,PC,0.0,PC
CVE-2022-28757,The Zoom Client for Meetings for macOS (Standard and for IT Admin) starting with version 5.7.3 and before 5.11.6 contains a vulnerability in the auto update process. A local low-privileged user could ,Zoom Video Communications Inc,Zoom Client For Meetings For Macos,PC,PC,0.0,PC
CVE-2021-20295,It was discovered that the update for the virt:rhel module in the RHSA-2020:4676 (https://access.redhat.com/errata/RHSA-2020:4676) erratum released as part of Red Hat Enterprise Linux 8.3 failed to in,N/A,Qemu,PC,PC,0.0,PC
CVE-2022-28944,Certain EMCO Software products are affected by: CWE-494: Download of Code Without Integrity Check. This affects MSI Package Builder for Windows 9.1.4 and Remote Installer for Windows 6.0.13 and Ping M,N/A,N/A,PC,PC,0.0,PC
CVE-2016-7300,"Untrusted search path vulnerability in Microsoft Auto Updater for Mac allows local users to gain privileges via a Trojan horse executable file, aka ""Microsoft (MAU) Office Elevation of Privilege Vulne",N/A,N/A,Other,Other,0.0,Other
CVE-2023-32463,"
Dell VxRail, version(s) 8.0.100 and earlier contain a denial-of-service vulnerability in the upgrade functionality. A remote unauthenticated attacker could potentially exploit this vulnerability, lea",Dell,Dell Emc Vxrail Appliance,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-25394,Videostream macOS app 0.5.0 and 0.4.3 has a Race Condition. The Updater privileged script attempts to update Videostream every 5 hours.,N/A,N/A,PC,PC,0.0,PC
CVE-2020-8207,Improper access control in Citrix Workspace app for Windows 1912 CU1 and 2006.1 causes privilege escalation and code execution when the automatic updater service is running.,N/A,Citrix Workspace App For Windows,PC,PC,0.0,PC
CVE-2018-12379,"When the Mozilla Updater opens a MAR format file which contains a very long item filename, an out-of-bounds write can be triggered, leading to a potentially exploitable crash. This requires running th",Mozilla,Firefox,Other,Other,0.0,Other
CVE-2022-22786,"The Zoom Client for Meetings for Windows before version 5.10.0 and Zoom Rooms for Conference Room for Windows before version 5.10.0, fails to properly check the installation version during the update ",Zoom Video Communications Inc,Zoom Client For Meetings For Windows,PC,PC,0.0,PC
CVE-2023-4626,"The LadiApp plugin for WordPress is vulnerable to unauthorized modification of data due to a missing capability check on the ladiflow_save_hook() function in versions up to, and including, 4.3. This m",Binhnguyenplus,"Ladiapp: Landing Page, Popupx, Marketing Automation, Affiliate Marketing…",SCADA,SCADA,0.0,SCADA
CVE-2022-25770,"Mautic allows you to update the application via an upgrade script.

The upgrade logic isn't shielded off correctly, which may lead to vulnerable situation.

This vulnerability is mitigated by the fact",Mautic,Mautic,Other,Other,0.0,Other
CVE-2016-1278,"Juniper Junos OS before 12.1X46-D50 on SRX Series devices reverts to ""safe mode"" authentication and allows root CLI logins without a password after a failed upgrade to 12.1X46, which might allow local",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-46435,An issue in the firmware update process of TP-Link TL-WR941ND V2/V3 up to 3.13.9 and TL-WR941ND V4 up to 3.12.8 allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via upload,N/A,N/A,Other,Other,0.0,Other
CVE-2022-3368,"A vulnerability within the Software Updater functionality of Avira Security for Windows allowed an attacker with write access to the filesystem, to escalate his privileges in certain scenarios. The is",Nortonlifelock,"""Avira Security"" – For Windows",PC,PC,0.0,PC
CVE-2022-46139,TP-Link TL-WR940N V4 3.16.9 and earlier allows authenticated attackers to cause a Denial of Service (DoS) via uploading a crafted firmware image during the firmware update process.,N/A,N/A,Other,Other,0.0,Other
CVE-2023-38921,Netgear WG302v2 v5.2.9 and WAG302v2 v5.1.19 were discovered to contain multiple command injection vulnerabilities in the upgrade_handler function via the firmwareRestore and firmwareServerip parameter,N/A,N/A,PC,PC,0.0,PC
CVE-2022-2503,Dm-verity is used for extending root-of-trust to root filesystems. LoadPin builds on this property to restrict module/firmware loads to just the trusted root filesystem. Device-mapper table reloads cu,Linux Kernel,Linux Kernel,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-27438,Caphyon Ltd Advanced Installer 19.3 and earlier and many products that use the updater from Advanced Installer (Advanced Updater) are affected by a remote code execution vulnerability via the CustomDe,N/A,N/A,Other,Other,0.0,Other
CVE-2020-26122,Inspur NF5266M5 through 3.21.2 and other server M5 devices allow remote code execution via administrator privileges. The Baseboard Management Controller (BMC) program of INSPUR server is weak in check,N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2020-24088,"An issue was discovered in MmMapIoSpace routine in Foxconn Live Update Utility 2.1.6.26, allows local attackers to escalate privileges.",N/A,N/A,Other,Other,0.0,Other
CVE-2019-11994,"A security vulnerability has been identified in HPE SimpliVity 380 Gen 9, HPE SimpliVity 380 Gen 10, HPE SimpliVity 380 Gen 10 G, HPE SimpliVity 2600 Gen 10, SimpliVity OmniCube, SimpliVity OmniStack ",N/A,Hpe Simplivity 2600 Gen10; Hpe Simplivity 380 Gen10; Hpe Simplivity 380 Gen10 G; Hpe Simplivity 380 Gen9; Simplivity Omnicube; Simplivity Omnistack For Cisco; Simplivity Omnistack For Dell; Simplivity Omnistack For Lenovo,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-35746,D-Link DAP-2622 DDP Firmware Upgrade Auth Username Stack-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on af,D-Link,Dap-2622,Home,Home,0.0,Home
CVE-2023-22942,"In Splunk Enterprise versions below 8.1.13, 8.2.10, and 9.0.4, a cross-site request forgery in the Splunk Secure Gateway (SSG) app in the ‘kvstore_client’ REST endpoint lets a potential attacker updat",Splunk,Splunk Enterprise,Other,Other,0.0,Other
CVE-2021-27428,GE UR IED firmware versions prior to version 8.1x supports upgrading firmware using UR Setup configuration tool – Enervista UR Setup. This UR Setup tool validates the authenticity and integrity of fir,Ge,Ur Family,SCADA,SCADA,0.0,SCADA
CVE-2016-1906,Openshift allows remote attackers to gain privileges by updating a build configuration that was created with an allowed type to a type that is not allowed.,N/A,N/A,Other,Other,0.0,Other
CVE-2017-1267,"IBM Security Guardium 10.0 and 10.1 processes patches, image backups and other updates without sufficiently verifying the origin and integrity of the code. IBM X-Force ID: 124742.",Ibm,Security Guardium,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-30695,"Out-of-bounds Write vulnerability in SSHDCPAPP TA prior to &quot;SAMSUNG ELECTONICS, CO, LTD. - System Hardware Update - 7/13/2023&quot; in Windows Update for Galaxy book Go, Galaxy book Go 5G, Galaxy",Samsung Mobile,"Galaxy Book Go, Galaxy Book Go 5G, Galaxy Book2 Go And Galaxy Book2 Pro 360",PC,PC,0.0,PC
CVE-2019-19756,"An internal product security audit of Lenovo XClarity Administrator (LXCA) discovered Windows OS credentials, used to perform driver updates of managed systems, being written to a log file in clear te",Lenovo,Xclarity Administrator (Lxca),PC,PC,0.0,PC
CVE-2016-2462,"OpenSSLCipher.java in Conscrypt in Android 6.x before 2016-05-01 mishandles updates of the Additional Authenticated Data (AAD) array, which allows attackers to spoof message authentication via unspeci",N/A,N/A,Mobile,Mobile,0.0,Mobile
CVE-2019-12106,The updateDevice function in minissdpd.c in MiniUPnP MiniSSDPd 1.4 and 1.5 allows a remote attacker to crash the process due to a Use After Free vulnerability.,N/A,N/A,PC,PC,0.0,PC
CVE-2020-15663,"If Firefox is installed to a user-writable directory, the Mozilla Maintenance Service would execute updater.exe from the install location with system privileges. Although the Mozilla Maintenance Servi",Mozilla,Firefox,PC,PC,0.0,PC
CVE-2019-1762,"A vulnerability in the Secure Storage feature of Cisco IOS and IOS XE Software could allow an authenticated, local attacker to access sensitive system information on an affected device. The vulnerabil",Cisco,Cisco Ios And Ios Xe Software,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-19102,"A directory traversal vulnerability in SharpZipLib used in the upgrade service in B&R Automation Studio versions 4.0.x, 4.1.x and 4.2.x allow unauthenticated users to write to certain local directorie",B&R,Automation Studio,SCADA,SCADA,0.0,SCADA
CVE-2023-27323,Parallels Desktop Updater Time-Of-Check Time-Of-Use Local Privilege Escalation Vulnerability. This vulnerability allows local attackers to escalate privileges on affected installations of Parallels De,Parallels,Desktop,PC,PC,0.0,PC
CVE-2018-8412,"An elevation of privilege vulnerability exists when the Microsoft AutoUpdate (MAU) application for Mac improperly validates updates before executing them, aka ""Microsoft (MAU) Office Elevation of Priv",Microsoft,Microsoft Office,PC,PC,0.0,PC
CVE-2019-11103,"Insufficient input validation in firmware update software for Intel(R) CSME before versions 12.0.45,13.0.10 and 14.0.10 may allow an authenticated user to potentially enable escalation of privilege vi",N/A,Intel(R) Csme,Other,Other,0.0,Other
CVE-2019-16731,The udpServerSys service in Petwant PF-103 firmware 4.22.2.42 and Petalk AI 3.2.2.30 allows remote attackers to initiate firmware upgrades and alter device settings.,N/A,N/A,Other,Other,0.0,Other
CVE-2022-34892,This vulnerability allows local attackers to escalate privileges on affected installations of Parallels Desktop Parallels Desktop 17.1.1. An attacker must first obtain the ability to execute low-privi,Parallels,Desktop,PC,PC,0.0,PC
CVE-2016-8273,Huawei PC client software HiSuite 4.0.5.300_OVE uses insecure HTTP for upgrade software package download and does not check the integrity of the software package before installing; an attacker can lau,N/A,Hisuite 4.0.5.300_Ove,PC,PC,0.0,PC
CVE-2022-34845,A firmware update vulnerability exists in the sysupgrade functionality of Robustel R1510 3.1.16 and 3.3.0. A specially-crafted network packet can lead to arbitrary firmware update. An attacker can sen,Robustel,R1510,Other,Other,0.0,Other
CVE-2020-25785,An issue was discovered on Accfly Wireless Security IR Camera System 720P with software versions v3.10.73 through v4.15.77. There is an unauthenticated stack-based buffer overflow in the function CFtp,N/A,N/A,Other,Other,0.0,Other
CVE-2018-7858,"Quick Emulator (aka QEMU), when built with the Cirrus CLGD 54xx VGA Emulator support, allows local guest OS privileged users to cause a denial of service (out-of-bounds access and QEMU process crash) ",N/A,N/A,Other,Other,0.0,Other
CVE-2016-9603,A heap buffer overflow flaw was found in QEMU's Cirrus CLGD 54xx VGA emulator's VNC display driver support before 2.9; the issue could occur when a VNC client attempted to update its display after a V,Qemu,Qemu:,PC,PC,0.0,PC
CVE-2016-1520,"The Grandstream Wave app 1.0.1.26 and earlier for Android does not use HTTPS when retrieving update information, which might allow man-in-the-middle attackers to execute arbitrary code via a crafted a",N/A,N/A,Mobile,Mobile,0.0,Mobile
CVE-2017-7543,"A race-condition flaw was discovered in openstack-neutron before 7.2.0-12.1, 8.x before 8.3.0-11.1, 9.x before 9.3.1-2.1, and 10.x before 10.0.2-1.1, where, following a minor overcloud update, neutron",Red Hat,Openstack-Neutron,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-37008,The recovery module has a vulnerability of bypassing the verification of an update package before use. Successful exploitation of this vulnerability may affect system stability.,Huawei,Harmonyos,Enterprise,Enterprise,0.0,Enterprise
CVE-2017-3219,Acronis True Image up to and including version 2017 Build 8053 performs software updates using HTTP. Downloaded updates are only verified using a server-provided MD5 hash.,Acronis,True Image,Other,Other,0.0,Other
CVE-2022-22781,The Zoom Client for Meetings for MacOS (Standard and for IT Admin) prior to version 5.9.6 failed to properly check the package version during the update process. This could lead to a malicious actor u,Zoom Video Communications Inc,Zoom Client For Meetings For Macos (Standard And For It Admin),PC,PC,0.0,PC
CVE-2022-30316,"Honeywell Experion PKS Safety Manager 5.02 has Insufficient Verification of Data Authenticity. According to FSCT-2022-0054, there is a Honeywell Experion PKS Safety Manager unauthenticated firmware up",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2022-46430,TP-Link TL-WR740N V1 and V2 v3.12.4 and earlier allows authenticated attackers to execute arbitrary code or cause a Denial of Service (DoS) via uploading a crafted firmware image during the firmware u,N/A,N/A,Other,Other,0.0,Other
CVE-2019-10706,"Western Digital SanDisk SanDisk X300, X300s, X400, and X600 devices: The firmware update authentication method relies on a symmetric HMAC digest. The key used to validate this digest is present in a p",N/A,N/A,Other,Other,0.0,Other
CVE-2021-40045,There is a vulnerability of signature verification mechanism failure in system upgrade through recovery mode.Successful exploitation of this vulnerability may affect service confidentiality.,Huawei,Emui,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-6242,"The EventON - WordPress Virtual Event Calendar Plugin plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 4.5.4 (for Pro) & 2.2.7 (for Free). This is",Ashanjay,Eventon,Other,Other,0.0,Other
CVE-2022-46428,TP-Link TL-WR1043ND V1 3.13.15 and earlier allows authenticated attackers to execute arbitrary code or cause a Denial of Service (DoS) via uploading a crafted firmware image during the firmware update,N/A,N/A,Other,Other,0.0,Other
CVE-2021-1694,Windows Update Stack Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1803,PC,PC,0.0,PC
CVE-2017-13265,"A elevation of privilege vulnerability in the Android system (OTA updates). Product: Android. Versions: 7.0, 7.1.1, 7.1.2, 8.0, 8.1. Android ID: A-36232423.",Google Inc.,Android,Mobile,Mobile,0.0,Mobile
CVE-2020-10125,"NCR SelfServ ATMs running APTRA XFS 04.02.01 and 05.01.00 implement 512-bit RSA certificates to validate bunch note acceptor (BNA) software updates, which can be broken by an attacker with physical ac",Ncr,Selfserv Atm,Other,Other,0.0,Other
CVE-2021-1427,"Multiple vulnerabilities in the install, uninstall, and upgrade processes of Cisco AnyConnect Secure Mobility Client for Windows could allow an authenticated, local attacker to hijack DLL or executabl",Cisco,Cisco Anyconnect Secure Mobility Client,Enterprise,Enterprise,0.0,Enterprise
CVE-2023-7017,Sciener locks' firmware update mechanism do not authenticate or validate firmware updates if passed to the lock through the Bluetooth Low Energy service. A challenge request can be sent to the lock wi,Sciener,Kontrol Lux,Other,Other,0.0,Other
CVE-2023-24453,A missing check in Jenkins TestQuality Updater Plugin 1.3 and earlier allows attackers with Overall/Read permission to connect to an attacker-specified URL using attacker-specified username and passwo,Jenkins Project,Jenkins Testquality Updater Plugin,Home,Home,0.0,Home
CVE-2021-36226,Western Digital My Cloud devices before OS5 do not use cryptographically signed Firmware upgrade files.,N/A,N/A,Other,Other,0.0,Other
CVE-2021-41104,ESPHome is a system to control the ESP8266/ESP32. Anyone with web_server enabled and HTTP basic auth configured on version 2021.9.1 or older is vulnerable to an issue in which `web_server` allows over,Esphome,Esphome,Other,Other,0.0,Other
CVE-2022-40971,Incorrect default permissions for the Intel(R) HDMI Firmware Update Tool for NUC before version 1.79.1.1 may allow an authenticated user to potentially enable escalation of privilege via local access.,N/A,Intel(R) Hdmi Firmware Update Tool For Nuc,Other,Other,0.0,Other
CVE-2016-10319,"In ARM Trusted Firmware 1.2 and 1.3, a malformed firmware update SMC can result in copying unexpectedly large data into secure memory because of integer overflows. This affects certain cases involving",N/A,N/A,Other,Other,0.0,Other
CVE-2023-24452,A cross-site request forgery (CSRF) vulnerability in Jenkins TestQuality Updater Plugin 1.3 and earlier allows attackers to connect to an attacker-specified URL using attacker-specified username and p,Jenkins Project,Jenkins Testquality Updater Plugin,Home,Home,0.0,Home
CVE-2021-22791,A CWE-787: Out-of-bounds Write vulnerability that could cause a Denial of Service on the Modicon PLC controller / simulator when updating the controller application with a specially crafted project fi,N/A,"Modicon M580 Cpu (Part Numbers Bmep* And Bmeh*, All Versions), Modicon M340 Cpu (Part Numbers Bmxp34*, All Versions), Modicon Mc80 (Part Numbers Bmkc80*, All Versions), Modicon Momentum Ethernet Cpu (Part Numbers 171Cbu*, All Versions), Plc Simulator For Ecostruxureª Control Expert, Including All Unity Pro Versions (Former Name Of Ecostruxureª Control Expert, All Versions), Plc Simulator For Ecostruxureª Process Expert Including All Hdcs Versions (Former Name Of Ecostruxureª Process Expert, All Versions), Modicon Quantum Cpu (Part Numbers 140Cpu*, All Versions), Modicon Premium Cpu (Part Numbers Tsxp5*, All Versions)",SCADA,SCADA,0.0,SCADA
CVE-2017-17023,"The Sophos UTM VPN endpoint interacts with client software provided by NPC Engineering (www.ncp-e.com). The affected client software, ""Sophos IPSec Client"" 11.04 is a rebranded version of NCP ""Secure ",N/A,N/A,Enterprise,Enterprise,0.0,Enterprise
CVE-2017-7766,"An attack using manipulation of ""updater.ini"" contents, used by the Mozilla Windows Updater, and privilege escalation through the Mozilla Maintenance Service to allow for arbitrary file execution and ",Mozilla,Firefox Esr,PC,PC,0.0,PC
CVE-2019-5156,"An exploitable command injection vulnerability exists in the cloud connectivity functionality of WAGO PFC200 versions 03.02.02(14), 03.01.07(13), and 03.00.39(12). An attacker can inject operating sys",Wago,Wago Pfc200 Firmware,SCADA,SCADA,0.0,SCADA
CVE-2023-31190,"DroneScout ds230 Remote ID receiver from BlueMark Innovations is affected by an Improper Authentication vulnerability during the firmware update procedure.

Specifically, the firmware update procedure",Bluemark,Ds230,PC,PC,0.0,PC
CVE-2017-13672,"QEMU (aka Quick Emulator), when built with the VGA display emulator support, allows local guest OS privileged users to cause a denial of service (out-of-bounds read and QEMU process crash) via vectors",N/A,N/A,Other,Other,0.0,Other
CVE-2022-46914,An issue in the firmware update process of TP-LINK TL-WA801N / TL-WA801ND V1 v3.12.16 and earlier allows attackers to execute arbitrary code or cause a Denial of Service (DoS) via uploading a crafted ,N/A,N/A,Other,Other,0.0,Other
CVE-2022-23970,ASUS RT-AX56U’s update_json function has a path traversal vulnerability due to insufficient filtering for special characters in the URL parameter. An unauthenticated LAN attacker can overwrite a syste,Asus,Rt-Ax56U,Home,Home,0.0,Home
CVE-2022-29957,The Emerson DeltaV Distributed Control System (DCS) through 2022-04-29 mishandles authentication. It utilizes several proprietary protocols for a wide variety of functionality. These protocols include,N/A,N/A,SCADA,SCADA,0.0,SCADA
CVE-2022-28372,"On Verizon 5G Home LVSKIHP InDoorUnit (IDU) 3.4.66.162 and OutDoorUnit (ODU) 3.33.101.0 devices, the CRTC and ODU RPC endpoints provide a means of provisioning a firmware update for the device via crt",N/A,N/A,Mobile,Mobile,0.0,Mobile
CVE-2022-34458,"
Dell Command | Update, Dell Update, and Alienware Update versions prior to 4.7 contain a Exposure of Sensitive System Information to an Unauthorized Control Sphere vulnerability in download operation",Dell,Dell Command Update (Dcu),Enterprise,Enterprise,0.0,Enterprise
CVE-2020-17074,Windows Update Orchestrator Service Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 1909,PC,PC,0.0,PC
CVE-2020-17070,Windows Update Medic Service Elevation of Privilege Vulnerability,Microsoft,Windows 10 Version 20H2,PC,PC,0.0,PC
CVE-2019-5155,An exploitable command injection vulnerability exists in the cloud connectivity feature of WAGO PFC200. An attacker can inject operating system commands into any of the parameter values contained in t,Wago,Wago Pfc200 Firmware,SCADA,SCADA,0.0,SCADA
CVE-2018-13140,Druide Antidote through 9.5.1 on Windows and Linux allows remote code execution through the update mechanism by leveraging use of HTTP to download installation packages.,N/A,N/A,PC,PC,0.0,PC
CVE-2017-16786,The Web Configuration Utility in Meinberg LANTIME devices with firmware before 6.24.004 allows remote authenticated users with certain privileges to read arbitrary files via (1) the ntpclientcounterlo,N/A,N/A,PC,PC,0.0,PC
CVE-2019-5231,P30 smartphones with versions earlier than ELLE-AL00B 9.1.0.186(C00E180R2P1) have an improper authorization vulnerability. The software incorrectly performs an authorization check when a user attempts,N/A,P30,Mobile,Mobile,0.0,Mobile
CVE-2020-9045,"During installation or upgrade to Software House C•CURE 9000 v2.70 and American Dynamics victor Video Management System v5.2, the credentials of the user used to perform the installation or upgrade ar",Johnson Controls,Software House C•Cure 9000 V2.70,Other,Other,0.0,Other
CVE-2022-48072,Phicomm K2G v22.6.3.20 was discovered to contain a command injection vulnerability via the autoUpTime parameter in the automatic upgrade function.,N/A,N/A,Other,Other,0.0,Other
CVE-2022-24543,Windows Upgrade Assistant Remote Code Execution Vulnerability,Microsoft,Windows Upgrade Assistant,PC,PC,0.0,PC
CVE-2023-34435,A firmware update vulnerability exists in the boa formUpload functionality of Realtek rtl819x Jungle SDK v3.4.11. A specially crafted network packets can lead to arbitrary firmware update. An attacker,Levelone,Wbr-6013,Other,Other,0.0,Other
CVE-2019-12782,An authorization bypass vulnerability in pinboard updates in ThoughtSpot 4.4.1 through 5.1.1 (before 5.1.2) allows a low-privilege user with write access to at least one pinboard to corrupt pinboards ,N/A,N/A,Other,Other,0.0,Other
CVE-2022-20929,"A vulnerability in the upgrade signature verification of Cisco Enterprise NFV Infrastructure Software (NFVIS) could allow an unauthenticated, local attacker to provide an unauthentic upgrade file for ",Cisco,Cisco Enterprise Nfv Infrastructure Software,Enterprise,Enterprise,0.0,Enterprise
CVE-2019-11769,"An issue was discovered in TeamViewer 14.2.2558. Updating the product as a non-administrative user requires entering administrative credentials into the GUI. Subsequently, these credentials are proces",N/A,N/A,Other,Other,0.0,Other
CVE-2019-7323,"GUP (generic update process) in LightySoft LogMX before 7.4.0 does not properly verify the authenticity of updates, which allows man-in-the-middle attackers to execute arbitrary code via a Trojan hors",N/A,N/A,Other,Other,0.0,Other
CVE-2022-34436,"
Dell iDRAC8 version 2.83.83.83 and prior contain an improper input validation vulnerability in Racadm when the firmware lock-down configuration is set. A remote high privileged attacker could exploit",Dell,Integrated Dell Remote Access Controller 8,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-36888,Unauthenticated Arbitrary Options Update vulnerability leading to full website compromise discovered in Image Hover Effects Ultimate (versions <= 9.6.1) WordPress plugin.,Oxilab,Image Hover Effects Ultimate (Wordpress Plugin),Home,Home,0.0,Home
CVE-2018-5402,"The Auto-Maskin DCU 210E, RP-210E, and Marine Pro Observer Android App use an embedded webserver that uses unencrypted plaintext for the transmission of the administrator PIN Impact: An attacker once ",Auto-Maskin,Dcu-210E,PC,PC,0.0,PC
CVE-2021-36277,"Dell Command | Update, Dell Update, and Alienware Update versions before 4.3 contains an Improper Verification of Cryptographic Signature Vulnerability. A local authenticated malicious user may exploi",Dell,Alienware Command Center (Awcc),Enterprise,Enterprise,0.0,Enterprise
CVE-2023-6158,The EventON - WordPress Virtual Event Calendar Plugin plugin for WordPress is vulnerable to unauthorized modification of data and loss of data due to a missing capability check on the evo_eventpost_up,Ashanjay,Eventon,Other,Other,0.0,Other
CVE-2023-32156,Tesla Model 3 Gateway Firmware Signature Validation Bypass Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected Tesla Model 3 vehicles. An attacker,Tesla,Model 3,Other,Other,0.0,Other
CVE-2022-35946,"GLPI stands for Gestionnaire Libre de Parc Informatique and is a Free Asset and IT Management Software package, that provides ITIL Service Desk features, licenses tracking and software auditing. In af",Glpi-Project,Glpi,Enterprise,Enterprise,0.0,Enterprise
CVE-2021-41870,An issue was discovered in the firmware update form in Socomec REMOTE VIEW PRO 2.0.41.4. An authenticated attacker can bypass a client-side file-type check and upload arbitrary .php files.,N/A,N/A,Other,Other,0.0,Other
CVE-2018-16089,"In System Management Module (SMM) versions prior to 1.06, a field in the header of SMM firmware update images is insufficiently sanitized, allowing post-authentication command injection on the SMM as ",Lenovo,Thinksystem Smm,Mobile,Mobile,0.0,Mobile
CVE-2021-20221,An out-of-bounds heap buffer access issue was found in the ARM Generic Interrupt Controller emulator of QEMU up to and including qemu 4.2.0on aarch64 platform. The issue occurs because while writing a,N/A,Qemu,Other,Other,0.0,Other
